Site;Species;Treat;Block;Plot;Year;Date;Registrator;IDS;MS;IDG;X;Y;SH;NL;NL_partitioned;LL;WL;NFL;NFL1;NFL2;NFL3;NB;NB1;NB2;NB3;NC;NC1;NC2;NAC;NFS;Length of aks;Length of aks (partitioned);seedl;juvinale;comment
Gud;Vio_can;Extant;5;1;2018;03.09.2018;SO;2;;;16,5;7,5;17;3;;8;11;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;5;1;2018;03.09.2018;SO;3;;;16,0;7,0;21;2;;8;7;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;1;2;2018;14.09.2018;;5;;;6,5;8,5;;4;;2;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;1;2;2018;14.09.2018;;6;;;8,0;9,5;;12;;91;;;;;;;;;;;;;;;14;;;;
Låv;Car_pil;Extant;1;2;2018;14.09.2018;;7;;;7,5;7,0;;?;;?;;;;;;;;;;;;;;;11;;;;
Låv;Car_pil;Extant;1;4;2018;14.09.2018;;1;;;16,5;16,0;;10;;109;;;;;;;;;;;;;;;12;;;;2 shoots
Gud;Ver_off;Extant;5;5;2018;04.09.2018;ELE;1;;;7,0;19,0;18;6;;8;4;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;5;5;2018;04.09.2018;ELE;2;;;7,0;18,0;11;6;;8;4;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;5;5;2018;04.09.2018;ELE;3;;;7,5;17,0;22;12;;5;6;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;5;5;2018;04.09.2018;ELE;4;;;9,0;17,0;30;12;;15;7;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;5;5;2018;04.09.2018;ELE;5;;;7,5;8,0;55;18;;25;16;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;5;5;2018;04.09.2018;ELE;1;;;18,0;17,5;17;9;;21;16;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;5;5;2018;04.09.2018;ELE;2;;;17,0;8,0;9;2;;7;7;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;5;5;2018;04.09.2018;ELE;3;;;18,0;7,5;15;6;;22;16;;;;;;;;;1;;;;;;;;;
Låv;Car_pil;Extant;1;4;2018;14.09.2018;;2;;;16,5;7,0;;4;;30;;;;;;;;;;;;;;;;;;;tip missing
Låv;Car_pil;Extant;1;4;2018;14.09.2018;;3;;;18,0;7,0;;11;;83;;;;;;;;;;;;;;;40;;;;2 shoots
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;1;;;18,0;19,5;;3;;55;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;2;;;19,0;19,0;;6;;95;;;;;;;;;;;;;;1;21;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;3;;;18,5;18,5;;5;;160;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;4;;;17,0;9,0;;7;;111;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;5;;;18,0;8,0;;7;;95;;;;;;;;;;;;;;1;21;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;6;;;19,0;8,0;;8;;113;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;7;;;17,0;7,5;;6;;;;;;;;;;;;;;;;;;;;;neibeitet, målte ikke LL
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;8;;;18,5;7,0;;8;;;;;;;;;;;;;;;;;;;;;neibeitet, målte ikke LL
Gud;Hyp_mac;Novel;6;3;2018;04.09.2018;ELE;1;;;8,0;17,5;240;60;;19;8;;;;;;;;;;;;;;;;;;
Gud;Hyp_mac;Novel;6;3;2018;04.09.2018;ELE;2;;;7,0;7,5;504;116;;29;14;;;;;;;;;5;;;;;;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;9;;;16,5;7,0;;5;;;;;;;;;;;;;;;;;;;;;neibeitet, målte ikke LL
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;10;;;19,0;6,5;;7;;75;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;2;2;2018;11.09.2018;SO;11;;;;;;7;;76;;;;;;;;;;;;;;1;21;;;;
Låv;Car_pil;Extant;2;6;2018;14.09.2018;;1;;;6,0;19,0;;17;;108;;;;;;;;;;;;;;3;18;;;;
Låv;Car_pil;Extant;2;6;2018;14.09.2018;;2;;;8,0;19,5;;4;;77;;;;;;;;;;;;;;1;17;;;;
Låv;Car_pil;Extant;2;6;2018;14.09.2018;;3;;;7,5;18,5;;4;;52;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;2;6;2018;14.09.2018;;4;;;6,5;7,5;;21;;128;;;;;;;;;;;;;;3;24;;;;
Låv;Car_pil;Extant;2;6;2018;14.09.2018;;5;;;7,0;6,0;;3;;70;;;;;;;;;;;;;;1;11;;;;
Gud;Suc_pra;Novel;6;3;2018;04.09.2018;ELE;1;;;28,0;18,0;;39;11+6+6+6;90;19;32;(8+8);6;10;;;;;;;;;3;;;;;
Gud;Suc_pra;Novel;6;3;2018;04.09.2018;ELE;2;;;27,5;7,5;;14;8+6;102;24;10;;;;;;;;1;;;;1;;;;;
Gud;Suc_pra;Novel;6;4;2018;04.09.2018;SO;1;;;6,5;17,5;;12;8+4;101;26;9;;;;;;;;;;;;1;;;;;
Gud;Suc_pra;Novel;6;4;2018;04.09.2018;SO;2;;;8,5;7,0;;22;16+6;105;26;8;;;;;;;;;;;;1;;;;;
Gud;Hyp_mac;Novel;6;4;2018;04.09.2018;SO;1;;;18,5;28,0;355;70;;25;12;;;;;;;;;;;;;;;;;;topp av skudd mangler
Gud;Hyp_mac;Novel;6;4;2018;04.09.2018;SO;2;;;18,0;27,5;356;66;;25;14;;;;;;;;;10;;;;;;;;;topp av skudd mangler
Gud;Hyp_mac;Novel;6;4;2018;04.09.2018;SO;3;;;16,0;15,0;401;98;;28;15;;;;;;;;;;;;;;;;;;
Gud;Hyp_mac;Novel;6;4;2018;04.09.2018;SO;4;;;17,0;7,5;186;20;;17;10;;;;;;;;;;;;;;;;;;
Gud;Hyp_mac;Novel;6;4;2018;04.09.2018;SO;5;;;18,0;9,0;175;14;;18;11;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;3;1;2018;11.09.2018;RG;1;;1;16,5;19,0;;10;;141;;;;;;;;;;;;;;;12;;;;
Låv;Car_pil;Extant;3;1;2018;11.09.2018;RG;2;;1;17,5;15,5;;10;;125;;;;;;;;;;;;;;;11;;;;
Låv;Car_pil;Extant;3;1;2018;11.09.2018;RG;3;;2;17,0;8,5;;8;;141;;;;;;;;;;;;;;;11;;;;
Låv;Car_pil;Extant;3;1;2018;11.09.2018;RG;4;;2;17,5;7,5;;7;;148;;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;6;6;2018;03.09.2018;SO;1;;;8,0;17,5;28;5;;24;19;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;6;6;2018;03.09.2018;SO;2;;;8,0;7,5;14;3;;21;18;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;6;6;2018;03.09.2018;SO;1;;;28,5;18,0;48;10;;27;15;;;;;;;;;4;;;;1;;;;;
Gud;Ver_off;Extant;6;6;2018;03.09.2018;SO;2;1;;28,0;17,5;50;10;;20;11;;;;;;;;;4;;;;1;;;;;
Gud;Ver_off;Extant;6;6;2018;03.09.2018;SO;3;;;27,0;8,0;44;10;;20;11;;;;;;;;;6;;;;1;;;;;
Låv;Car_pil;Extant;3;1;2018;11.09.2018;RG;5;;2;15,0;8,0;;5;;63;;;;;;;;;;;;;;;10;;;;
Låv;Car_pil;Extant;3;1;2018;11.09.2018;RG;6;;2;15,5;7,0;;7;;130;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;3;4;2018;11.09.2018;RG;1;;;18,5;18,5;;16;;140;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;3;4;2018;11.09.2018;RG;2;;;18,5;16,5;;14;;131;;;;;;;;;;;;;;;;;;;flowering not possible to measure
Låv;Car_pil;Extant;3;4;2018;11.09.2018;RG;3;;;17,5;7,5;;10;;179;;;;;;;;;;;;;;;15;;;;
Låv;Car_pil;Novel;3;6;2018;11.09.2018;RG;1;;;28,0;17,5;;2;;157;;;;;;;;;;;;;;2;20;;;;2 flower stems
Låv;Car_pil;Novel;3;6;2018;11.09.2018;RG;2;;;27,5;8,5;;1;;161;;;;;;;;;;;;;;;15;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;1;;;17,0;19,0;;16;;89;;;;;;;;;;;;;;3;19;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;2;;;16,0;20,0;;6;;74;;;;;;;;;;;;;;;;;;;
Gud;Hyp_mac;Novel;7;1;2018;03.09.2018;RG;1;;;18,5;17,0;339;41;;21;9;;;;;;;;;;;;;;;;;;grazed
Gud;Hyp_mac;Novel;7;1;2018;03.09.2018;RG;2;;;18,0;15,0;460;69;;25;11;;;;;;;;;8;;;3;;;;;;
Gud;Hyp_mac;Novel;7;1;2018;03.09.2018;RG;3;;;17,5;7,5;168;57;;17;10;;;;;;;;;;;;;;;;;;
Gud;Suc_pra;Novel;7;1;2018;03.09.2018;RG;1;;;26,5;18,0;;9;;74;18;;;;;;;;;;;;;;;;;;
Gud;Suc_pra;Novel;7;1;2018;03.09.2018;RG;2;;;26,5;7,0;;12;;150;28;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;2;2018;03.09.2018;RG;1;;;7,5;18,5;ca 20;7;;22;14;;;;;;;;;21;;;3;;;;;;
Gud;Ver_off;Extant;7;2;2018;03.09.2018;RG;2;;;7,5;9,0;ca 20;14;;14;7;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;2;2018;03.09.2018;RG;3;;1;5,5;6,0;35;14;;15;9;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;2;2018;03.09.2018;RG;4;;1;6,0;5,5;10;4;;11;5;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;2;2018;03.09.2018;RG;5;;1;7,5;5,0;7;9;;13;5;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;3;;;17,0;21,0;;7;;84;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;4;;;17,5;20,5;;3;;78;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;5;;;18,5;19,5;;5;;70;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;6;;;17,5;10,5;;7;;114;;;;;;;;;;;;;;;17;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;7;;;18,0;9,5;;12;;125;;;;;;;;;;;;;;2;15;;;;
Gud;Vio_can;Extant;7;2;2018;03.09.2018;RG;1;;;26,0;17,5;19;3;;19;16;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;7;2;2018;03.09.2018;RG;2;;;27,0;9,0;24;3;;23;23;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;7;2;2018;03.09.2018;RG;3;;;26,5;8,0;22;3;;22;22;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;4;2018;03.09.2018;ELE;1;;;7,0;7,5;37;16;;15;10;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;4;2018;03.09.2018;ELE;2;;;8,0;8,0;38;14;;14;10;;;;;;;;;;;;;;;;;;
Gud;Ver_off;Extant;7;4;2018;03.09.2018;ELE;3;;;6,0;6,0;15;10;;11;7;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;7;4;2018;03.09.2018;ELE;1;;;18,0;17,0;15;5;;25;18;;;;;;;;;;;;;;;;;;
Gud;Vio_can;Extant;7;4;2018;03.09.2018;ELE;2;;;18,0;7,0;18;5;;22;18;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;8;;;17,0;7,5;;18;;152;;;;;;;;;;;;;;3;;;;;3 shoots grazed flowers shoots
Låv;Car_pil;Extant;5;3;2018;14.09.2018;;9;;;19,0;8,0;;4;;18;;;;;;;;;;;;;;;;;;;new shoots/grazed
Låv;Car_pil;Extant;5;6;2018;14.09.2018;IA;1;;;7,0;18,5;;26;;151;;;;;;;;;;;;;;;5;;;;4 shoots/grazed
Låv;Car_pil;Extant;5;6;2018;14.09.2018;IA;2;;;7,0;7,5;;15;;162;;;;;;;;;;;;;;;9;;;;
Gud;Hyp_mac;Novel;7;6;2018;03.09.2018;ELE;1;;;7,0;17,0;161;16;;19;11;;;;;;;;;;;;;;;;;;grazed(top missing
Gud;Hyp_mac;Novel;7;6;2018;03.09.2018;ELE;2;;;6,5;16,5;115;22;;19;10;;;;;;;;;;;;;;;;;;grazed/top missing
Gud;Hyp_mac;Novel;7;6;2018;03.09.2018;ELE;3;;;8,0;8,0;208;82;;25;14;;;;;;;;;;;;;;;;;;
Gud;Suc_pra;Novel;7;6;2018;03.09.2018;ELE;1;;;17,0;18,0;;9;;85;22;3;;;;;;;;;;;;;;;;;wilting flowerin, one missing
Gud;Suc_pra;Novel;7;6;2018;03.09.2018;ELE;2;;;16,0;16,5;;8;;110;23;;;;;;;;;;;;;2;;;;;2 flowering stems 2 flowers on one.
Gud;Suc_pra;Novel;7;6;2018;03.09.2018;ELE;3;;;18,0;8,0;;23;13+10;105;23;11+9;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;5;6;2018;14.09.2018;IA;3;;;8,5;6,5;;16;;158;;;;;;;;;;;;;;;;;;;3 shoots
Låv;Car_pil;Extant;6;6;2018;14.09.2018;;1;;;7,5;17,5;;9;;121;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;6;6;2018;14.09.2018;;2;;;8,5;16,0;;9;;95;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;6;6;2018;14.09.2018;;3;;;6,0;9,5;;6;;153;;;;;;;;;;;;;;;12;;;;1 shoots
Låv;Car_pil;Extant;6;6;2018;14.09.2018;;4;;;6,0;8,0;;4;;67;;;;;;;;;;;;;;;15;;;;
Ulv;Vio_can;Extant;1;4;2018;13.09.2018;IA & RG;1;;;5,0;19,0;29;8;;21;20;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;1;4;2018;13.09.2018;IA & RG;2;;;4,5;17,5;25;9;;25;27;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;1;4;2018;13.09.2018;IA & RG;3;;;7,0;18,5;30;7;;31;32;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;1;4;2018;13.09.2018;IA & RG;4;;;6,5;9,0;22;11;;32;24;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;1;;;15,5;18,5;4;5;;10;5;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;2;;;16,5;18,5;9;8;;10;6;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;3;;;17,0;17,5;8;9;;9;6;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;4;;;17,5;18,5;4;5;;5;4;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;5;;;18,0;17,5;15;11;;14;8;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;6;;;18,0;16,5;4;6;;8;5;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;7;;;19,0;17,0;14;6;;14;8;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;8;;;16,0;7,0;12;9;;16;8;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;9;;;17,0;7,0;18;15;;20;11;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;4;2018;13.09.2018;IA & RG;10;;;16,5;9,0;15;11;;19;10;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;6;6;2018;14.09.2018;;5;;;8,0;8,5;;6;;;;;;;;;;;;;;;;;;;;;grazed
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;1;;;6,5;17,0;;1;;35;;;;;;;;;;;;;;;;;;;grazed
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;2;;;5,5;18,5;;19;;110;;;;;;;;;;;;;;;;;;;4 shoots
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;1;;1;6,5;17,0;28;11;;18;12;;;;;;;;;7;;;7;;;;;;
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;2;;1;7,0;16,5;31;20;;18;11;;;;;;;;;11;;;2;;;;;;
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;3;;;9,0;9,0;140;33;;24;14;;;;;;;;;;;;;;;;;;very long rooted 0,3
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;4;3;;8,5;8,0;4;4;;4;3;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;5;3;;8,0;7,5;17;8;;11;6;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;6;3;;7,5;6,5;15;9;;13;9;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;1;3;2018;13.09.2018;RG/BM;7;3;;7,5;5,5;18;10;;15;8;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;1;3;2018;13.09.2018;RG/BM;1;;;17,0;17,0;22;8;;28;21;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;1;3;2018;13.09.2018;RG/BM;2;;;18,5;17,5;30;9;;23;17;;;;;;;;;;;;;;;;;;2 shoots
Ulv;Vio_can;Extant;1;3;2018;13.09.2018;RG/BM;3;;;16,0;8,0;31;8;;30;25;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;1;3;2018;13.09.2018;RG/BM;4;;;17,0;6,5;5;23;;30;28;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;3;;;8,0;18,0;;30;;115;;;;;;;;;;;;;;1;17;;;;3 shoots
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;4;;;8,0;15,5;;5;;106;;;;;;;;;;;;;;;;;;;
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;5;;;6,5;8,0;;22;;89;;;;;;;;;;;;;;;11;;;;4 shoots
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;6;;;7,5;7,5;;9;;137;;;;;;;;;;;;;;;;;;;1 shoot
Låv;Car_pil;Extant;7;2;2018;14.09.2018;;7;;;8,0;5,5;;5;;50;;;;;;;;;;;;;;;;;;;top
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;1;;;17,0;19,5;;4;;80;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;2;;;17,5;19,5;;8;;184;;;;;;;;;;;;;;1;27;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;3;;;18,0;20,0;;4;;71;;;;;;;;;;;;;;;;;;;
Ulv;Hyp_mac;Novel;1;5;2018;13.09.2018;IA;1;;;16,5;17,0;481;126;;31;15;;;;;3;;;;11;;;;;;;;;
Ulv;Hyp_mac;Novel;1;5;2018;13.09.2018;IA;2;;;15,5;6,0;500;31;;22;12;;;;;1;;;;1;;;;;;;;;
Ulv;Suc_pra;Novel;1;5;2018;13.09.2018;IA;1;;;28,0;17,0;;18;;142;42;19;;;;10;8;2;;;;;;;;;;;
Ulv;Suc_pra;Novel;1;5;2018;13.09.2018;IA;2;;;25,5;9,0;;21;11+10;135;30;12;;;;2;1;1;;;;;;;;;;;
Ulv;Suc_pra;Novel;1;5;2018;13.09.2018;IA;3;;;28,0;5,0;;18;12+6;90;30;11;;;;2;1;1;;;;;;;;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;4;;;18,0;9,0;;4;;85;;;;;;;;;;;;;;1;23;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;5;;;18,0;8,5;;6;;121;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;6;;;17,0;7,5;;8;;101;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;7;;;17,0;7,0;;5;;76;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;1;4;2018;03.09.2018;SO;8;;;17,5;6,5;;9;;101;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Novel;2;2;2018;04.09.2018;RG;1;;;27,0;17,0;;6;;97;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Novel;2;2;2018;04.09.2018;RG;2;;;28,0;16,0;;3;;;;;;;;;;;;;;;;;;;;;grazed (had two shoots)
Gud;Car_pil;Novel;2;2;2018;04.09.2018;RG;3;;;27,0;15,0;;2;;97;;;;;;;;;;;;;;;18;;;;
Gud;Car_pil;Novel;2;2;2018;04.09.2018;RG;6;;;25,5;6,5;;5;;75;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Novel;2;2;2018;04.09.2018;RG;7;;;27,5;7,0;;4;;72;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Novel;2;2;2018;04.09.2018;RG;8;;;27,0;5,5;;2;;61;;;;;;;;;;;;;;;6;;;;
Ulv;Suc_pra;Novel;2;1;2018;13.09.2018;;1;;;16,0;19,0;;10;;110;25;;;;;;;;;;;;;;;;;;
Ulv;Suc_pra;Novel;2;1;2018;13.09.2018;;2;;;17,0;6,0;;10;;64;24;;;;;;;;;;;;;;;;;;
Ulv;Suc_pra;Novel;2;1;2018;13.09.2018;;3;;;18,0;8,0;;6;;60;22;;;;;;;;;;;;;;;;;;
Ulv;Suc_pra;Novel;2;1;2018;13.09.2018;;4;;;18,0;5,5;;5;;29;9;;;;;;;;;;;;;;;;;;
Ulv;Hyp_mac;Novel;2;1;2018;13.09.2018;;1;;;28,0;17,5;468;68;;33;80;;;;;;;;;10;;;8;;;;;;
Ulv;Hyp_mac;Novel;2;1;2018;13.09.2018;;2;;;28,5;8,0;525;94;;30;80;;;;;;;;;7;;;30;;;;;;broke off
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;1;;1;8,0;16,5;17;9;;30;8;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;2;;1;8,5;16,5;12;4;;9;7;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;3;6;2;9,0;17,0;8;8;;8;6;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;4;6;2;10,0;17,5;15;8;;12;7;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;5;6;2;10,0;19,0;25;10;;15;7;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;6;;2;10,5;16,5;12;11;;18;11;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;7;;3;8,0;6,5;34;40;;17;10;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;8;;3;9,0;6,0;20;10;;17;9;;;;;;;;;;;;;;;;;;
Ulv;Ver_off;Extant;2;2;2018;13.09.2018;RG/BM;9;;3;9,0;8,0;6;3;;10;5;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;2;3;2018;03.09.2018;ELE/RG;1;;;27,0;18,0;;10;;84;;;;;;;;;;;;;;;18;;;;
Gud;Car_pil;Extant;2;3;2018;03.09.2018;ELE/RG;2;;;28,0;17,5;;7;;141;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;2;3;2018;03.09.2018;ELE/RG;3;;;28,5;8,0;;10;;134;;;;;;;;;;;;;;;22;;;;
Gud;Car_pil;Extant;2;3;2018;03.09.2018;ELE/RG;4;;;29,0;7,5;;5;;113;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;1;;;6,5;17,5;;7;;96;;;;;;;;;;;;;;;;;;;avblomstret
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;1;;;26,5;16,5;15;8;;26;24;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;2;;;28,0;17,5;80;7;;29;22;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;3;;;27,5;16,5;7;2;;7;5;;;;;;;;;;;;;;;;;;juvenile
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;4;;;26,5;6,0;39;6;;37;30;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;5;;;27,5;7,0;26;4;;30;26;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;6;;;29,0;6,0;23;4;;26;22;;;;;;;;;;;;;;;;;;
Ulv;Vio_can;Extant;2;2;2018;13.09.2018;RG/BM;7;;;17,0;17,0;17;2;;12;12;;;;;;;;;;;;;;;;;;
Ulv;Suc_pra;Novel;2;5;2018;13.09.2018;IA;1;;;8,0;17,5;;12;8+4;86;24;9;;;;;;;;;;;;;;;;;longest leaf skewed
Ulv;Suc_pra;Novel;2;5;2018;13.09.2018;IA;2;;;9,0;6,5;;19;14+5;98;23;19;;;;;;;;11;;;;;;;;;grazed
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;2;;;7,0;17,0;;6;;92;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;3;;;6,0;16,0;;6;;64;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;4;;;6,5;15,5;;3;;73;;;;;;;;;;;;;;;13;;;;
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;5;;;7,0;15,0;;4;;47;;;;;;;;;;;;;;;;;;;
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;6;;;7,5;15,5;;7;;110;;;;;;;;;;;;;;;;;;;avblomstret
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;7;;;8,0;8,0;;10;;178;;;;;;;;;;;;;;;8;;;;
Gud;Car_pil;Extant;3;2;2018;03.09.2018;RG;8;;;8,5;7,0;;4;;69;;;;;;;;;;;;;;;;;;;
Ulv;Hyp_mac;Novel;2;5;2018;13.09.2018;IA;1;;;27,5;17,5;546;72;;30;13;;;;;;;;;15;;;2;;;;;;
Ulv;Hyp_mac;Novel;2;5;2018;13.09.2018;IA;2;;;28,0;7,0;491;92;;32;14;;;;;;;;;21;;;2;;;;;;
Ulv;Hyp_mac;Novel;2;5;2018;13.09.2018;IA;3;;;26,5;4,5;515;182;;36;14;;;;;;;;;22;;;9;;;;;;
Ulv;Suc_pra;Novel;3;3;2018;13.09.2018;SO;1;;;6,5;17,0;;16;10+6;113;31;;;;;;;;;;;;;;;;;;
